	Treatment1	Treatment2	Treatment3	Treatment4	Treatment5	Treatment6	Treatment7	Treatment8	Treatment9	Treatment10	Treatment11	Treatment12	Treatment13	Treatment14	Treatment15	Treatment16	Treatment17	Treatment18	Treatment19	Treatment20	Treatment21	Treatment22	Treatment23	Treatment24	Treatment25	Treatment26	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28
SZEY-39A_GL0021503	90566.76376	64625.7115	143399.3136	31993.17571	96666.97461	71406.46158	86315.59015	228202.5053	41708.58571	106044.1245	81815.68699	28965.03722	64420.37305	84943.8281	102576.2672	105640.3965	48809.56293	30939.39002	132991.2873	58821.40121	133386.6563	58821.40121	78400.06038	78400.06038	78400.06038	78400.06038	106994.6436	86224.36241	131401.0319	93592.49322	55942.68689	165328.5457	96908.1251	60765.69654	90004.08121	41708.58571	58923.4715	78914.08415	28965.03722	154703.8728	66946.23571	108355.6721	54087.63128	56969.27836	90509.27373	124148.2948	100075.4798	58821.40121	58821.40121	58821.40121	78400.06038	78400.06038	78400.06038	78400.06038
MH0288_GL0026579	88613.0845	122119.2811	60679.18232	37250.43671	10940.66969	83929.02359	74118.97298	10940.66969	-6789.471528	120442.725	90969.88295	167591.3731	165291.5299	176276.6634	-8522.503217	39582.84012	39582.84012	39582.84012	39582.84012	30583.87122	30583.87122	30583.87122	39986.97463	39986.97463	39986.97463	39986.97463	35724.57447	3418.304368	-28694.81861	-28694.81861	10940.66969	10940.66969	10940.66969	10940.66969	70345.54656	65256.73181	-6789.471528	-6789.471528	-8522.503217	-8522.503217	-8522.503217	-8522.503217	39582.84012	39582.84012	39582.84012	39582.84012	30583.87122	30583.87122	30583.87122	30583.87122	39986.97463	39986.97463	39986.97463	39986.97463
NLF014_GL0047945	-11812.98269	35110.28561	80380.0922	98479.10861	79677.75276	98095.09628	47381.83318	213993.055	84192.50178	64822.37749	54421.92666	54894.87851	54894.87851	54894.87851	54894.87851	54381.99121	54381.99121	54381.99121	54381.99121	60537.59737	4004.333505	48100.56884	40382.71366	40382.71366	40382.71366	40382.71366	93929.18471	77621.0958	-11812.98269	75158.32848	17111.57683	77073.56956	60043.49332	2681.467163	19615.01517	-7684.217204	37101.71614	154971.758	54894.87851	54894.87851	54894.87851	54894.87851	54381.99121	54381.99121	54381.99121	54381.99121	75865.70769	83014.82768	41607.00888	101964.0283	79068.41625	40382.71366	99548.94875	71388.50042
MH0122_GL0058467	2103.81694	44621.58605	52770.39608	47509.99347	34176.15446	122251.6817	39854.21155	200562.92	60822.87507	60822.87507	60822.87507	63228.08935	63228.08935	63228.08935	63228.08935	76125.04669	86714.39156	146645.3102	135138.9758	-1010.252969	-1010.252969	99462.98802	63122.5695	63122.5695	63122.5695	63122.5695	76589.71737	60273.56209	2103.81694	58873.12213	88716.68263	154038.9551	86944.34111	46443.05526	60822.87507	60822.87507	60822.87507	60822.87507	63228.08935	63228.08935	63228.08935	63228.08935	87229.41308	2909.085173	32407.25668	91010.42472	112483.8165	-1010.252969	74066.76315	77948.09773	63122.5695	63122.5695	63122.5695	63122.5695
MH0239_GL0134891	75368.74703	121657.2204	171671.7511	75368.74703	278086.3956	147203.6031	149668.1878	132696.2214	-7435.742532	54237.5142	70830.94851	58900.77831	85731.55172	61539.4508	185471.6642	35788.39414	63580.8755	221120.4747	163083.6655	49032.22673	49032.22673	146882.1414	45828.53515	77313.81742	126406.8215	92257.13829	75368.74703	75368.74703	75368.74703	75368.74703	62282.79723	62282.79723	62282.79723	62282.79723	156837.8312	108792.9484	173747.4827	185884.5193	38141.51345	199109.0752	46467.42182	117720.1186	128144.2883	72804.05907	117238.4207	97986.80128	49032.22673	175513.0924	49032.22673	112381.3601	108799.0997	77030.37052	67540.56812	148855.8164
768724.HMPREF9131_0320	145847.7867	148235.2653	110868.4485	160468.7799	62702.80456	61148.25782	86870.69583	118685.7984	96614.75989	100436.4762	98241.35815	24610.12959	12602.70278	175815.4002	245311.7266	54867.79116	54867.79116	54867.79116	54867.79116	28607.40397	28607.40397	28607.40397	49570.99583	49570.99583	49570.99583	49570.99583	-7191.444826	-7191.444826	-7191.444826	81892.04593	134491.9662	83394.69069	110623.3976	-37512.35461	62187.72863	120697.8896	70841.8631	69941.70677	12602.70278	12602.70278	12602.70278	12602.70278	54867.79116	54867.79116	54867.79116	54867.79116	28607.40397	28607.40397	28607.40397	28607.40397	49570.99583	49570.99583	142518.4927	49570.99583
O2.UC8-2_GL0159734	32498.99644	32498.99644	32498.99644	32498.99644	18479.87559	147258.3527	18479.87559	18479.87559	135713.8504	67462.39463	164758.6721	84927.59871	137465.1637	114290.9823	-42095.17681	-20933.44781	141524.2161	164451.7827	58457.70632	172300.4298	40557.42023	40557.42023	51113.17789	51113.17789	51113.17789	51113.17789	32498.99644	32498.99644	32498.99644	92747.58186	18479.87559	18479.87559	131275.0229	18479.87559	101824.9957	130588.8635	-8328.314053	-8328.314053	29450.86923	64398.66529	36024.42362	204738.1168	19047.6958	56151.24247	82665.52483	-20933.44781	123929.7779	40557.42023	40557.42023	40557.42023	51113.17789	51113.17789	51113.17789	51113.17789
MH0150_GL0084481	170204.9924	93872.5369	138075.1413	94582.69887	148122.0122	54078.69077	54078.69077	54078.69077	63777.01954	63777.01954	63777.01954	63571.50536	63571.50536	63571.50536	63571.50536	110394.651	101763.1318	37893.3568	112188.551	146928.7709	117207.3162	31169.4934	100405.4714	164836.9447	171192.9477	132185.4864	-6081.100134	71492.47953	-6081.100134	127913.8519	54078.69077	54078.69077	120693.9736	54078.69077	63777.01954	63777.01954	63777.01954	63777.01954	63571.50536	63571.50536	63571.50536	63571.50536	102283.1029	-67626.09788	62098.00832	74403.9894	31169.4934	139257.2644	156638.8595	31169.4934	55726.71256	104237.0554	25177.7841	41576.13352
DLM003_GL0033735	150826.5361	71308.72908	101055.9755	129006.4083	-29544.72206	-29544.72206	60401.25387	20419.13439	118484.1699	67364.53514	85311.80246	133270.4814	23392.84815	108878.4861	144599.0138	358372.893	65021.94623	28862.69963	28862.69963	114382.0329	13952.22692	13952.22692	-52700.29975	53886.51782	-52700.29975	47490.56322	105495.1618	119623.0487	17868.20613	-76135.67607	153592.6195	134325.8226	117774.335	173140.6835	60930.32178	58250.03408	69669.81099	70958.55727	114001.6794	23392.84815	23392.84815	23392.84815	40018.1362	55848.53255	67885.16458	68881.51121	159583.9588	13952.22692	125567.0948	184789.6398	77263.14328	80459.15862	107463.4283	115746.7781
MH0006_GL0050089	25995.68968	25995.68968	140665.6155	25995.68968	60499.38863	60499.38863	60499.38863	60499.38863	60684.12263	60684.12263	60684.12263	47424.7157	205107.3726	47424.7157	47424.7157	-80894.19478	31798.20766	50167.09063	80461.3217	84480.77921	97528.32337	-24260.54986	75183.33718	93235.99975	177824.2637	233905.5503	25995.68968	25995.68968	98680.03279	25995.68968	60499.38863	60499.38863	60499.38863	60499.38863	60684.12263	60684.12263	60684.12263	60684.12263	47424.7157	47424.7157	47424.7157	47424.7157	95303.89206	70181.58615	81989.3905	82651.90984	70911.33328	83649.2747	102517.3504	-2400.827056	48657.62107	52783.49229	29825.10034	55381.26306
MH0405_GL0070195	30867.82705	101147.5591	68116.1496	87986.65731	65091.96656	49629.54051	55101.19507	108037.3507	59602.6744	59602.6744	59602.6744	87180.76329	38158.28586	83850.56503	6549.895999	63028.55697	63028.55697	63028.55697	63028.55697	69833.93637	69833.93637	69833.93637	38678.39783	105662.9322	38678.39783	38678.39783	100579.2768	87295.67768	76763.08162	6341.279019	107239.9448	31193.51523	58812.75726	91821.0136	121333.4411	130682.7035	120889.3027	105125.3702	67386.56343	99085.77689	40586.48123	65205.01644	63028.55697	172755.4192	63028.55697	63028.55697	69833.93637	69833.93637	161066.5182	69833.93637	93633.41095	109415.9945	106654.0845	38678.39783
T2D-113A_GL0127319	78687.46329	112624.9488	132429.0856	151835.7825	220809.0811	163121.4703	4699.29987	170008.334	25203.32864	174860.0508	156422.1933	101466.3233	101466.3233	101466.3233	101466.3233	157673.4289	10774.41125	171770.9405	10774.41125	85905.27872	70220.66657	58730.1717	74468.90778	88264.89289	-37479.17936	108462.6435	118644.7084	139195.2567	144788.4955	154453.0693	175201.8394	138069.491	109995.3939	163186.2879	179441.1749	81831.22376	181495.0122	221558.1761	101466.3233	187108.4194	202370.5316	101466.3233	86873.46632	210055.2628	151405.6851	167762.7281	240567.6863	113028.3926	163357.8	111191.2999	174559.8444	144661.6946	113979.0451	151286.3575
MH0277_GL0045137	153698.9282	-4270.178119	-4270.178119	96524.85875	100069.882	61255.36313	-112251.5006	8940.640763	55412.31407	55412.31407	55412.31407	130828.7155	40817.11033	40817.11033	40817.11033	54699.14482	54699.14482	54699.14482	54699.14482	17831.41936	17831.41936	17831.41936	-36557.01718	55149.30786	61111.00998	77887.48389	-4270.178119	94365.07625	-4270.178119	-4270.178119	201946.524	56472.36834	165047.497	72771.25466	55412.31407	55412.31407	55412.31407	55412.31407	182657.5878	40817.11033	40817.11033	40817.11033	54699.14482	54699.14482	54699.14482	54699.14482	17831.41936	17831.41936	17831.41936	39313.3822	157005.2252	129501.1753	162710.3225	36623.93513
V1.UC35-4_GL0138159	77757.34679	158452.4024	143231.2264	159347.7656	144685.0684	131546.172	202.329758	157834.1532	55762.66293	179136.981	154266.5239	54575.96996	81390.73179	157606.2628	54575.96996	74397.18292	23495.01437	47101.47878	80701.57994	137409.8092	164425.6324	84604.03868	173516.151	248454.7462	186947.8983	263605.8933	50266.1825	126412.4414	214210.7124	167669.3774	176974.1207	118148.1948	119980.6829	165126.2625	156059.2708	55762.66293	178824.4944	133976.8882	204250.9109	187207.5442	54575.96996	218051.7821	223819.1755	157358.3778	176567.3307	144010.1792	181013.7513	149125.4591	164782.533	107166.3632	7083.353243	129671.455	117176.0145	122981.117
V1.CD2-0-PN_GL0035145	103298.3538	-5020.113935	-5020.113935	-5020.113935	16549.04247	16549.04247	207807.9652	16549.04247	169530.8646	17539.99941	17539.99941	151093.355	30046.53909	30046.53909	165600.6779	-75326.75763	-75326.75763	97826.82003	-75326.75763	23881.26216	23881.26216	23881.26216	-3653.398845	-3653.398845	199315.595	-3653.398845	94537.84926	-5020.113935	228821.0735	-5020.113935	174182.0493	16549.04247	16549.04247	16549.04247	147209.4789	17539.99941	165058.4062	17539.99941	30046.53909	30046.53909	30046.53909	30046.53909	126380.2288	83541.08548	76994.20967	63123.86311	23881.26216	23881.26216	23881.26216	23881.26216	183874.9365	154855.7202	-3653.398845	157397.6356
MH0002_GL0040238	41031.38085	187857.9471	41031.38085	41031.38085	55602.75689	55602.75689	55602.75689	55602.75689	143199.7989	87724.08253	52013.33244	111741.7352	125745.9334	135566.5989	-4918.553045	64218.02014	64218.02014	64218.02014	64218.02014	24263.84254	131378.7109	24263.84254	134880.7169	146346.1734	116190.1106	105439.6863	41031.38085	41031.38085	41031.38085	41031.38085	55602.75689	55602.75689	55602.75689	55602.75689	-4688.982693	26428.99138	16671.95584	-26049.22429	-4918.553045	-4918.553045	75677.37975	49337.07852	64218.02014	64218.02014	64218.02014	64218.02014	24263.84254	24263.84254	82194.13526	24263.84254	21310.34062	-13455.18483	-13455.18483	-13455.18483
MH0274_GL0019418	74409.27913	194329.8201	74409.27913	74409.27913	75802.81817	75802.81817	75802.81817	75802.81817	76256.13469	76256.13469	76256.13469	50170.28711	64972.44379	77656.70098	-7272.408466	-1830.69409	-1830.69409	132339.7621	79966.7051	67818.77679	70517.74846	100358.3271	78479.22891	55208.44908	121024.6221	75507.94133	74409.27913	74409.27913	74409.27913	74409.27913	188711.9937	75802.81817	75802.81817	75802.81817	76256.13469	76256.13469	76256.13469	76256.13469	59662.47151	67371.67439	68620.00503	96734.8468	87034.71449	89785.63893	82612.13686	104936.0104	166430.5557	23893.30488	98652.4835	64185.09631	130420.7808	36312.78256	34486.94787	111034.2059
MH0026_GL0048772	-16473.56613	31055.24114	-1994.950419	27224.47664	85426.40464	107656.9377	-64098.27233	136689.6572	43979.38756	43979.38756	43979.38756	18108.74208	18108.74208	53287.8794	18108.74208	37834.64037	37834.64037	37834.64037	43745.82289	44423.53806	65241.163	73081.54627	42585.55539	42585.55539	42585.55539	42585.55539	139206.6352	-16473.56613	-16473.56613	-13063.05323	103638.7105	67659.80655	-26400.99341	85563.5455	43979.38756	43979.38756	43979.38756	43979.38756	96309.45805	29654.78775	55592.18022	82640.02415	43151.09853	75938.53559	39726.61904	38782.08347	12543.64585	12543.64585	12543.64585	12543.64585	42585.55539	42585.55539	42585.55539	42585.55539
MH0131_GL0091366	27069.47381	135302.1516	117822.7091	153187.1292	35630.25057	167658.3629	158857.8704	35630.25057	6314.487259	6314.487259	68228.6152	16107.09329	16107.09329	16107.09329	16107.09329	187223.4477	47561.3774	65682.3656	119670.8006	8007.020962	8007.020962	139141.5898	50814.11306	50814.11306	50814.11306	50814.11306	27069.47381	27069.47381	27069.47381	27069.47381	35630.25057	35630.25057	35630.25057	35630.25057	90803.9325	6314.487259	6314.487259	144675.3734	76112.0063	188125.858	112101.2383	84356.98733	102773.2757	15532.85847	8360.617529	27730.03757	92658.94748	81653.02908	8007.020962	79925.07695	50814.11306	50814.11306	50814.11306	50814.11306
MH0345_GL0070866	14481.75648	171364.212	193260.8979	169524.8904	-53855.94269	141465.8128	163077.1869	128706.7619	301504.8977	256167.5737	71074.65116	61116.94399	-10774.55309	122724.3653	72592.82893	17076.4376	135692.3257	107030.2656	243284.3445	179924.4764	150067.5516	214513.8067	186998.5553	247146.9836	228997.5388	273797.8966	81535.2478	144340.7821	218734.0425	151369.6182	154341.9192	146045.6098	210470.0378	-14002.93007	75852.111	204716.976	86111.42982	196581.5679	110976.6382	316250.7615	207936.1256	120961.4655	77216.19344	142947.0478	153025.6764	194285.4315	195528.9968	6301.767479	147446.1026	145845.6389	103909.1424	111696.7468	-41427.02562	95245.43241
V1.CD55-0_GL0027737	66988.49608	66988.49608	66988.49608	66988.49608	15613.31687	91414.23426	95064.46708	73912.44695	33356.21326	83211.58308	33356.21326	80069.38998	88420.73836	57299.50094	83910.07538	150517.6679	100752.929	-2473.817212	105767.1175	43693.72052	95536.34756	-13854.69864	67153.76542	67153.76542	67153.76542	67153.76542	66988.49608	66988.49608	66988.49608	66988.49608	113397.7184	15613.31687	118022.4058	131039.8483	86311.98909	119834.5813	103755.9354	33356.21326	-5679.94922	149591.2491	75753.48792	141551.5182	162394.6791	47954.32787	76182.7871	74494.90367	125757.0255	131643.0005	41781.77965	99610.48334	67153.76542	67153.76542	67153.76542	67153.76542
ED15A_GL0009285	-34168.81029	126982.3212	139187.1688	-34168.81029	96152.72808	-13102.15433	83918.94282	91863.6541	33070.21794	33070.21794	33070.21794	55060.33997	55060.33997	55060.33997	55060.33997	98959.48193	-19141.8317	-19141.8317	-19141.8317	182764.9932	-10403.90985	-10403.90985	414.2631784	414.2631784	204608.6958	246378.7261	50358.92605	99049.98221	172226.6865	-34168.81029	-13102.15433	105488.5837	117446.2112	-13102.15433	33070.21794	33070.21794	163463.4553	33070.21794	55060.33997	55060.33997	55060.33997	55060.33997	199450.5351	121994.6439	116111.8375	141557.3602	-10403.90985	145080.9528	127539.6638	125962.2692	414.2631784	414.2631784	414.2631784	117222.3058
562983.HMPREF0433_00589	102098.8617	81425.17183	75723.09328	75099.27614	95620.22757	206535.284	143887.1705	114535.8013	79512.45944	133722.4006	126727.1881	82387.4938	140708.2454	31994.24138	93041.69722	59351.54866	63653.1456	77225.92949	113769.3246	138381.8968	70216.23079	-4904.832125	36824.97918	34006.37085	51335.65939	103661.6134	102615.4603	76312.79542	96616.09391	88316.4018	49507.12614	60399.69596	86384.71536	36709.66246	79512.45944	114374.2339	79512.45944	79512.45944	63796.90531	191800.9457	110897.2942	88607.62924	68015.97524	45526.87572	118528.7751	160598.421	134406.1448	133889.002	121909.6844	90730.1396	98628.25508	76216.79334	108393.0425	70660.93485
BGI003A_GL0045136	25234.07618	182386.1608	25234.07618	25234.07618	67260.59268	67260.59268	67260.59268	67260.59268	15718.3049	15718.3049	15718.3049	20139.43632	20139.43632	20139.43632	73312.08257	26085.06322	45586.03216	44462.73641	70062.78523	7694.60446	157793.2162	7694.60446	105128.1293	-58474.22127	83571.23238	32042.68482	25234.07618	25234.07618	25234.07618	25234.07618	67260.59268	67260.59268	67260.59268	67260.59268	284249.8761	193446.4448	125382.192	15718.3049	20139.43632	154999.0129	20139.43632	197339.4493	138583.826	169176.3004	75623.79259	128349.3536	145317.5191	181025.0861	129199.1136	7694.60446	70901.82802	121957.6366	46650.31894	-23835.06125
MH0086_GL0042268	-13031.47192	26017.12734	64774.63254	37654.20929	41394.40449	41394.40449	41394.40449	94070.43233	56608.77408	56608.77408	56608.77408	56403.61086	56403.61086	56403.61086	56403.61086	124998.34	90593.19309	103189.2106	51068.20682	34420.38819	22241.8294	24459.68137	56325.98632	56325.98632	56325.98632	56325.98632	35267.23792	81152.25299	99388.10346	73830.99853	41394.40449	41394.40449	41394.40449	123097.5869	56608.77408	56608.77408	56608.77408	56608.77408	56403.61086	56403.61086	56403.61086	56403.61086	-26405.09777	65959.9222	71326.65732	47745.94222	149679.9957	55352.59277	96834.27527	97079.61288	56325.98632	56325.98632	56325.98632	56325.98632
MH0251_GL0158012	59051.43168	59051.43168	59051.43168	59051.43168	18126.03491	68916.04256	104305.9433	75335.9147	55906.42959	55906.42959	55906.42959	93115.74711	72996.42786	75995.91372	127047.431	165272.9334	34884.4577	84031.85035	118007.7154	201564.3349	52645.23161	52645.23161	75055.22405	139480.4869	42988.85455	150088.0734	59051.43168	59051.43168	59051.43168	218201.9755	14103.42078	51742.64751	71675.54447	43777.07499	180527.9441	55906.42959	55906.42959	55906.42959	74228.35955	-1160.503925	113288.6286	92345.7898	34884.4577	34884.4577	123298.3093	34884.4577	52645.23161	52645.23161	52645.23161	52645.23161	18644.15582	18644.15582	78858.99331	61952.07336
MH0086_GL0116500	23250.36355	154142.5019	234853.9073	151766.0896	86283.01891	152108.168	63688.10342	144042.422	133174.9571	121557.1387	314171.9004	152513.2377	151393.7732	104097.092	116372.5032	57291.46022	130850.98	135300.6261	74352.41898	168554.9108	305756.0458	246625.8457	165267.0316	307119.4851	133206.0959	343016.1711	111480.7591	138300.6556	147629.0211	157505.4771	395531.3017	94770.99866	149358.2358	82980.93495	132274.5084	139627.0438	83986.08924	95634.37386	146708.6073	136301.7342	238255.9208	179560.0512	140810.4229	201970.6602	110872.3673	67836.22573	142408.4616	58192.62354	180354.9452	140707.2629	85958.40129	55889.55594	116042.8709	120956.6936
MH0326_GL0040294	200204.5464	85860.60124	137822.4173	42301.72784	117044.1768	203472.0374	234684.6454	161564.8413	37469.99259	173479.192	170975.6319	175142.3555	146899.4129	174688.6536	266461.2032	45928.53613	-37521.70881	100428.8085	140638.7319	163394.3933	142881.2673	163753.3979	350723.2103	147987.38	125757.3759	165092.3484	206126.594	239417.3565	142947.479	42301.72784	113914.8922	123612.2357	85384.52813	148050.4584	195998.0568	171739.8766	152946.0458	150833.8316	131655.0294	79490.65474	113359.5007	139696.8954	131572.9377	170708.252	213770.7745	229489.3767	92590.7011	224614.6562	214343.1346	132131.0729	118231.1898	138853.9724	161187.2518	150349.8021
